,imgName,trialType
1,filler_creek_1e2d358378956a37.jpg,filler
2,filler_volcano_n09472597_22750.jpg,filler
3,target_barn_n02793495_5839.jpg,target
4,target_pasture_n07801091_38101.jpg,target
5,target_lake_sun_aaquttcuxwjcswwz.jpg,target
6,target_barn_n02793495_5839.jpg,repeat
7,target_volcano_n09472597_14301.jpg,target
8,target_lake_sun_aaquttcuxwjcswwz.jpg,repeat
9,target_pasture_n07801091_38101.jpg,repeat
10,filler_plantation_sun_aioxamlvtxhpnzzt.jpg,filler
11,target_jungle_39428ef59a36414d.jpg,target
12,target_volcano_n09472597_14301.jpg,repeat
13,target_river_n09415671_17299.jpg,target
14,target_jungle_39428ef59a36414d.jpg,repeat
15,target_shore_n09421951_1478.jpg,target
16,filler_savanna_0fbaf2e2db331109.jpg,filler
17,target_valley_n09468604_40668.jpg,target
18,target_shore_n09421951_1478.jpg,repeat
19,target_river_n09415671_17299.jpg,repeat
20,filler_lake_n03634034_5967.jpg,filler
21,target_sea_n09376198_21118.jpg,target
22,target_valley_n09468604_40668.jpg,repeat
23,filler_geyser_sun_bangxwznfqpugceb.jpg,filler
24,filler_jungle_6bfa7b57d0deb743.jpg,filler
25,target_sea_n09376198_21118.jpg,repeat
26,target_valley_n09468604_8862.jpg,target
27,target_shore_n09428293_28986.jpg,target
28,target_sea_n09376198_4578.jpg,target
29,target_creek_a64321454ce3af8a.jpg,target
30,target_valley_n09468604_8862.jpg,repeat
31,target_shore_n09428293_28986.jpg,repeat
32,target_sea_n09376198_4578.jpg,repeat
33,filler_savanna_48b4b23fb49e4cff.jpg,filler
34,target_lake_n03634034_7799.jpg,target
35,target_creek_a64321454ce3af8a.jpg,repeat
36,target_shore_n09428293_23069.jpg,target
37,target_barn_n02793495_11567.jpg,target
38,target_lake_n03634034_7799.jpg,repeat
39,target_barn_n02793495_11567.jpg,repeat
40,target_badlands_c7664b0fa8cf14c0.jpg,target
41,target_shore_n09428293_23069.jpg,repeat
42,filler_jungle_827b86308b879908.jpg,filler
43,target_pasture_sun_bapxsulexojpepyd.jpg,target
44,target_badlands_c7664b0fa8cf14c0.jpg,repeat
45,target_shore_n09421951_6821.jpg,target
46,filler_badlands_2da2f8e4173ec2d8.jpg,filler
47,filler_mountain_n09359803_23901.jpg,filler
48,target_desert_n09270735_30434.jpg,target
49,target_pasture_sun_bapxsulexojpepyd.jpg,repeat
50,target_desert_n09270735_30434.jpg,repeat
51,target_shore_n09421951_6821.jpg,repeat
52,target_barn_n02793495_3852.jpg,target
53,target_waterfall_sun_bxelgxxcofiqeurd.jpg,target
54,target_plantation_6b607baa16b43197.jpg,target
55,target_waterfall_sun_bxelgxxcofiqeurd.jpg,repeat
56,filler_mountain_n09303008_31240.jpg,filler
57,target_wetland_811f66de9aa9bbf0.jpg,target
58,target_barn_n02793495_3852.jpg,repeat
59,target_lake_e0071b5d319321d5.jpg,target
60,target_plantation_6b607baa16b43197.jpg,repeat
61,target_barn_n02793495_183.jpg,target
62,target_wetland_811f66de9aa9bbf0.jpg,repeat
63,target_shore_n09217230_2843.jpg,target
64,target_lake_e0071b5d319321d5.jpg,repeat
65,target_shore_n09217230_2843.jpg,repeat
66,target_icescape_n09308572_596.jpg,target
67,target_barn_n02793495_183.jpg,repeat
68,filler_shore_n09428293_48813.jpg,filler
69,target_icescape_n09289331_7724.jpg,target
70,target_volcano_n09472597_52504.jpg,target
71,target_icescape_n09308572_596.jpg,repeat
72,target_volcano_n09472597_52504.jpg,repeat
73,target_icescape_n09289331_7724.jpg,repeat
74,target_savanna_4f2ffae85d9ce07b.jpg,target
75,filler_mountain_n09303008_26126.jpg,filler
76,target_creek_140890848a829520.jpg,target
77,target_icescape_n09308572_1766.jpg,target
78,target_savanna_4f2ffae85d9ce07b.jpg,repeat
79,target_icescape_n09308572_1766.jpg,repeat
80,target_plantation_cbfe8950e026a1e4.jpg,target
81,target_creek_140890848a829520.jpg,repeat
82,target_plantation_cbfe8950e026a1e4.jpg,repeat
83,filler_creek_dd97cf9ce8a82992.jpg,filler
84,target_icescape_n09289331_4539.jpg,target
85,target_creek_b52fbb2521836cc7.jpg,target
86,target_icescape_n09289331_4539.jpg,repeat
87,target_badlands_73b01924148f9a88.jpg,target
88,target_valley_n09468604_10646.jpg,target
89,target_creek_sun_ahzprtdsycxhoqdq.jpg,target
90,target_creek_b52fbb2521836cc7.jpg,repeat
91,target_valley_n09468604_10646.jpg,repeat
92,filler_pasture_n07801091_51542.jpg,filler
93,target_badlands_73b01924148f9a88.jpg,repeat
94,target_waterfall_sun_becpynhazdxerqrj.jpg,target
95,target_creek_sun_ahzprtdsycxhoqdq.jpg,repeat
96,target_shore_n09428293_29070.jpg,target
97,target_field_n09393605_59874.jpg,target
98,target_shore_n09428293_29070.jpg,repeat
99,target_barn_n02793495_1919.jpg,target
100,target_waterfall_sun_becpynhazdxerqrj.jpg,repeat
101,target_desert_n09270735_1884.jpg,target
102,target_badlands_sun_bhribroenyyculkx.jpg,target
103,target_field_n09393605_59874.jpg,repeat
104,target_barn_n02793495_1919.jpg,repeat
105,target_desert_n09270735_1884.jpg,repeat
106,target_lake_59346dfdc14f4b81.jpg,target
107,target_badlands_sun_bhribroenyyculkx.jpg,repeat
108,target_lake_59346dfdc14f4b81.jpg,repeat
109,target_savanna_e02a4720aa913ac8.jpg,target
110,filler_volcano_n09472597_31129.jpg,filler
111,target_savanna_e2fc18d1ca1800c0.jpg,target
112,target_badlands_1b65eba9195d7b48.jpg,target
113,target_river_sun_amooihhbpiuhzlcl.jpg,target
114,target_savanna_e02a4720aa913ac8.jpg,repeat
115,target_badlands_1b65eba9195d7b48.jpg,repeat
116,target_river_sun_amooihhbpiuhzlcl.jpg,repeat
117,target_savanna_e2fc18d1ca1800c0.jpg,repeat
118,target_river_n09415671_15542.jpg,target
119,target_icescape_n09289331_679.jpg,target
120,target_savanna_82670f93cd2dc68e.jpg,target
121,filler_geyser_n09288635_3580.jpg,filler
122,filler_shore_n09217230_702.jpg,filler
123,target_river_n09415671_15542.jpg,repeat
124,target_savanna_82670f93cd2dc68e.jpg,repeat
125,target_icescape_n09289331_679.jpg,repeat
126,filler_wetland_fd12abc98c5136f6.jpg,filler
127,target_wetland_434a52f2db875a77.jpg,target
128,target_badlands_0a41e7b2e1f24787.jpg,target
129,target_badlands_ab3255d92dfcb5ab.jpg,target
130,target_wetland_434a52f2db875a77.jpg,repeat
131,target_badlands_ab3255d92dfcb5ab.jpg,repeat
132,target_badlands_0a41e7b2e1f24787.jpg,repeat
133,target_icescape_n09309168_432.jpg,target
134,target_shore_n09217230_6184.jpg,target
135,target_wetland_68a9c1b45c6b1603.jpg,target
136,target_shore_n09421951_9201.jpg,target
137,target_shore_n09217230_6184.jpg,repeat
138,target_wetland_68a9c1b45c6b1603.jpg,repeat
139,target_icescape_n09309168_432.jpg,repeat
140,target_sea_n09376198_22707.jpg,target
141,target_river_n09415671_5317.jpg,target
142,target_shore_n09421951_9201.jpg,repeat
143,target_sea_n09376198_22707.jpg,repeat
144,filler_badlands_sun_akynhepkzcxxkgow.jpg,filler
145,target_river_n09415671_5317.jpg,repeat
146,target_waterfall_sun_arvvnrldsfofvylu.jpg,target
147,filler_sea_n09376198_15319.jpg,filler
148,filler_lake_ae833035574352eb.jpg,filler
149,filler_shore_n09428293_22601.jpg,filler
150,filler_desert_n09270735_30833.jpg,filler
151,target_waterfall_sun_arvvnrldsfofvylu.jpg,repeat
152,target_wetland_f8fb067c9f34b01b.jpg,target
153,target_field_n09393605_41164.jpg,target
154,target_pasture_n07801091_43670.jpg,target
155,target_field_n09393605_41164.jpg,repeat
156,target_pasture_n07801091_43670.jpg,repeat
157,target_wetland_f8fb067c9f34b01b.jpg,repeat
158,target_volcano_n09472597_29583.jpg,target
159,target_savanna_4d38e47c9c74abb5.jpg,target
160,target_mountain_n09359803_29305.jpg,target
161,target_savanna_4d38e47c9c74abb5.jpg,repeat
162,target_volcano_n09472597_29583.jpg,repeat
163,target_waterfall_sun_bsssizmsssfovgzv.jpg,target
164,filler_wetland_56e42703b8495e8b.jpg,filler
165,target_waterfall_sun_bsssizmsssfovgzv.jpg,repeat
166,target_mountain_n09359803_29305.jpg,repeat
167,target_wetland_785ee485ae352669.jpg,target
168,target_mountain_n09303008_920.jpg,target
169,target_wetland_785ee485ae352669.jpg,repeat
170,filler_icescape_n09289331_4564.jpg,filler
171,target_mountain_n09303008_920.jpg,repeat
172,target_waterfall_sun_amplwdrwrticntps.jpg,target
173,target_lake_3209b29eab56bf92.jpg,target
