,imgName,trialType
1,filler_creek_1e2d358378956a37.jpg,filler
2,target_volcano_n09472597_14703.jpg,target
3,target_sea_n09376198_21118.jpg,target
4,filler_volcano_n09472597_22750.jpg,filler
5,target_valley_n09468604_58752.jpg,target
6,target_savanna_32228339a01b0f4c.jpg,target
7,target_sea_n09376198_21118.jpg,repeat
8,target_volcano_n09472597_14703.jpg,repeat
9,target_savanna_32228339a01b0f4c.jpg,repeat
10,filler_plantation_sun_aioxamlvtxhpnzzt.jpg,filler
11,target_valley_n09468604_58752.jpg,repeat
12,target_badlands_sun_aosvqijvmwznjrsh.jpg,target
13,target_lake_59346dfdc14f4b81.jpg,target
14,target_volcano_n09472597_11258.jpg,target
15,target_lake_59346dfdc14f4b81.jpg,repeat
16,filler_savanna_0fbaf2e2db331109.jpg,filler
17,target_mountain_n09359803_29305.jpg,target
18,target_badlands_sun_aosvqijvmwznjrsh.jpg,repeat
19,target_lake_e0071b5d319321d5.jpg,target
20,target_volcano_n09472597_11258.jpg,repeat
21,target_geyser_n09288635_12003.jpg,target
22,target_pasture_n07801091_63223.jpg,target
23,target_mountain_n09359803_29305.jpg,repeat
24,target_lake_e0071b5d319321d5.jpg,repeat
25,target_geyser_n09288635_12003.jpg,repeat
26,target_pasture_n07801091_63223.jpg,repeat
27,filler_lake_n03634034_5967.jpg,filler
28,target_creek_e9b2d88b44dc398f.jpg,target
29,filler_geyser_sun_bangxwznfqpugceb.jpg,filler
30,target_field_sun_aypbzbfuprtztaqy.jpg,target
31,target_creek_e9b2d88b44dc398f.jpg,repeat
32,target_mountain_n09359803_25365.jpg,target
33,target_shore_n09217230_6184.jpg,target
34,target_field_n09393605_23116.jpg,target
35,target_field_sun_aypbzbfuprtztaqy.jpg,repeat
36,target_shore_n09217230_6184.jpg,repeat
37,target_field_n09393605_23116.jpg,repeat
38,target_mountain_n09359803_25365.jpg,repeat
39,target_plantation_eef37194bf91e872.jpg,target
40,target_sea_n09376198_22369.jpg,target
41,target_volcano_n09472597_29635.jpg,target
42,filler_jungle_6bfa7b57d0deb743.jpg,filler
43,target_sea_n09376198_22369.jpg,repeat
44,target_plantation_eef37194bf91e872.jpg,repeat
45,target_badlands_1b65eba9195d7b48.jpg,target
46,target_volcano_n09472597_29635.jpg,repeat
47,target_icescape_n09289331_4539.jpg,target
48,target_badlands_1b65eba9195d7b48.jpg,repeat
49,target_icescape_n09289331_4539.jpg,repeat
50,filler_savanna_48b4b23fb49e4cff.jpg,filler
51,target_pasture_sun_bujzmvmaktrcwuqg.jpg,target
52,filler_jungle_827b86308b879908.jpg,filler
53,target_desert_n09270735_19211.jpg,target
54,target_jungle_39428ef59a36414d.jpg,target
55,target_pasture_sun_bujzmvmaktrcwuqg.jpg,repeat
56,target_shore_n09421951_9201.jpg,target
57,target_jungle_39428ef59a36414d.jpg,repeat
58,target_valley_n09468604_25771.jpg,target
59,target_desert_n09270735_19211.jpg,repeat
60,target_valley_n09468604_25771.jpg,repeat
61,target_pasture_sun_aphjjmpfcgpkxrvq.jpg,target
62,target_shore_n09421951_9201.jpg,repeat
63,filler_badlands_2da2f8e4173ec2d8.jpg,filler
64,target_pasture_sun_aphjjmpfcgpkxrvq.jpg,repeat
65,target_valley_n09468604_57440.jpg,target
66,target_badlands_ab3255d92dfcb5ab.jpg,target
67,target_valley_n09468604_57440.jpg,repeat
68,target_badlands_ab3255d92dfcb5ab.jpg,repeat
69,filler_mountain_n09359803_23901.jpg,filler
70,filler_mountain_n09303008_31240.jpg,filler
71,target_wetland_5878ed597cc52e6e.jpg,target
72,filler_shore_n09428293_48813.jpg,filler
73,target_wetland_5878ed597cc52e6e.jpg,repeat
74,target_geyser_n09288635_10290.jpg,target
75,target_valley_n09468604_10646.jpg,target
76,target_lake_n03634034_2188.jpg,target
77,target_geyser_n09288635_10290.jpg,repeat
78,target_valley_n09468604_10646.jpg,repeat
79,target_lake_n03634034_2188.jpg,repeat
80,target_volcano_n09472597_495.jpg,target
81,filler_mountain_n09303008_26126.jpg,filler
82,target_valley_n09468604_8862.jpg,target
83,filler_creek_dd97cf9ce8a82992.jpg,filler
84,target_volcano_n09472597_495.jpg,repeat
85,target_barn_n02793495_3852.jpg,target
86,target_valley_n09468604_8862.jpg,repeat
87,target_savanna_9edfd68054226fc1.jpg,target
88,filler_pasture_n07801091_51542.jpg,filler
89,target_savanna_82670f93cd2dc68e.jpg,target
90,target_sea_n09376198_3096.jpg,target
91,target_barn_n02793495_3852.jpg,repeat
92,target_savanna_9edfd68054226fc1.jpg,repeat
93,target_savanna_82670f93cd2dc68e.jpg,repeat
94,target_savanna_1220fa5cbeeaea92.jpg,target
95,target_sea_n09376198_3096.jpg,repeat
96,target_volcano_n09472597_110.jpg,target
97,target_savanna_1220fa5cbeeaea92.jpg,repeat
98,target_desert_n09270735_4151.jpg,target
99,target_volcano_n09472597_110.jpg,repeat
100,target_desert_n09270735_4151.jpg,repeat
101,target_lake_84de14e092404f46.jpg,target
102,target_wetland_f8fb067c9f34b01b.jpg,target
103,target_lake_84de14e092404f46.jpg,repeat
104,target_waterfall_sun_becpynhazdxerqrj.jpg,target
105,filler_volcano_n09472597_31129.jpg,filler
106,filler_geyser_n09288635_3580.jpg,filler
107,target_wetland_f8fb067c9f34b01b.jpg,repeat
108,target_plantation_92600fb00101ba52.jpg,target
109,target_river_n09415671_14500.jpg,target
110,target_waterfall_sun_becpynhazdxerqrj.jpg,repeat
111,target_river_n09415671_14500.jpg,repeat
112,target_icescape_n09289331_5869.jpg,target
113,target_plantation_92600fb00101ba52.jpg,repeat
114,target_river_n09415671_6202.jpg,target
115,target_icescape_n09289331_5869.jpg,repeat
116,target_desert_n09270735_30434.jpg,target
117,target_river_n09415671_6202.jpg,repeat
118,target_desert_n09270735_30434.jpg,repeat
119,target_badlands_b58ab34a53532e2f.jpg,target
120,target_geyser_sun_bppwllojufniahga.jpg,target
121,filler_shore_n09217230_702.jpg,filler
122,filler_wetland_fd12abc98c5136f6.jpg,filler
123,filler_badlands_sun_akynhepkzcxxkgow.jpg,filler
124,target_badlands_b58ab34a53532e2f.jpg,repeat
125,target_geyser_sun_bppwllojufniahga.jpg,repeat
126,target_icescape_n09289331_6768.jpg,target
127,filler_sea_n09376198_15319.jpg,filler
128,target_barn_n02793495_7457.jpg,target
129,target_plantation_6b607baa16b43197.jpg,target
130,target_sea_n09376198_5884.jpg,target
131,target_icescape_n09289331_6768.jpg,repeat
132,target_sea_n09376198_5884.jpg,repeat
133,target_barn_n02793495_7457.jpg,repeat
134,target_volcano_n09472597_52504.jpg,target
135,target_plantation_6b607baa16b43197.jpg,repeat
136,target_volcano_n09472597_52504.jpg,repeat
137,target_barn_n02793495_4091.jpg,target
138,filler_lake_ae833035574352eb.jpg,filler
139,filler_shore_n09428293_22601.jpg,filler
140,target_barn_n02793495_4091.jpg,repeat
141,filler_desert_n09270735_30833.jpg,filler
142,target_volcano_n09472597_4600.jpg,target
143,filler_wetland_56e42703b8495e8b.jpg,filler
144,target_volcano_n09472597_4600.jpg,repeat
145,filler_icescape_n09289331_4564.jpg,filler
146,filler_sea_n09376198_39749.jpg,filler
147,target_badlands_sun_bhribroenyyculkx.jpg,target
148,target_desert_n09270735_10720.jpg,target
149,target_field_n09393605_64469.jpg,target
150,filler_icescape_n09308572_6088.jpg,filler
151,target_desert_n09270735_10720.jpg,repeat
152,target_badlands_sun_bhribroenyyculkx.jpg,repeat
153,target_field_n09393605_64469.jpg,repeat
154,filler_jungle_18bed2a09181a499.jpg,filler
155,filler_plantation_sun_axkbfhmkopqemnsq.jpg,filler
156,target_sea_n09376198_22707.jpg,target
157,target_pasture_n07801091_38101.jpg,target
158,target_mountain_n09359803_43167.jpg,target
159,target_sea_n09376198_22707.jpg,repeat
160,target_sea_n09376198_15858.jpg,target
161,target_barn_n02793495_13455.jpg,target
162,target_pasture_n07801091_38101.jpg,repeat
163,target_mountain_n09359803_43167.jpg,repeat
164,target_plantation_462b79af7fb7cbaf.jpg,target
165,target_barn_n02793495_13455.jpg,repeat
166,target_sea_n09376198_15858.jpg,repeat
167,filler_shore_n09217230_815.jpg,filler
168,target_plantation_462b79af7fb7cbaf.jpg,repeat
169,filler_valley_n09468604_22268.jpg,filler
170,filler_sea_n09376198_17428.jpg,filler
171,target_icescape_n09289331_679.jpg,target
172,target_geyser_n09288635_13486.jpg,target
173,target_sea_n09376198_19981.jpg,target
174,filler_jungle_a1fb2184d465f341.jpg,filler
175,target_sea_n09376198_19981.jpg,repeat
176,target_geyser_n09288635_13486.jpg,repeat
177,target_icescape_n09289331_679.jpg,repeat
178,filler_desert_n09270735_22985.jpg,filler
179,filler_desert_n09270735_9296.jpg,filler
180,target_valley_n09468604_58896.jpg,target
181,target_mountain_n09303008_19041.jpg,target
182,target_river_n09415671_11456.jpg,target
183,target_mountain_n09303008_19041.jpg,repeat
184,target_valley_n09468604_58896.jpg,repeat
185,target_geyser_n09288635_365.jpg,target
186,filler_barn_n02793495_12386.jpg,filler
187,target_river_n09415671_11456.jpg,repeat
188,target_creek_140890848a829520.jpg,target
189,filler_field_n09393605_23937.jpg,filler
190,target_jungle_4c1d1d4f21cf31e2.jpg,target
191,target_geyser_n09288635_365.jpg,repeat
192,target_shore_n09217230_1085.jpg,target
193,target_creek_140890848a829520.jpg,repeat
194,target_pasture_n07801091_49081.jpg,target
195,target_jungle_4c1d1d4f21cf31e2.jpg,repeat
196,target_shore_n09217230_1085.jpg,repeat
197,target_pasture_n07801091_49081.jpg,repeat
198,filler_river_n09415671_18361.jpg,filler
199,target_barn_n02793495_1919.jpg,target
200,target_waterfall_sun_arvvnrldsfofvylu.jpg,target
201,target_desert_sun_aypzejealkrzrqxx.jpg,target
202,target_badlands_73b01924148f9a88.jpg,target
203,filler_field_n12142085_905.jpg,filler
204,target_barn_n02793495_1919.jpg,repeat
205,target_waterfall_sun_arvvnrldsfofvylu.jpg,repeat
206,target_desert_sun_aypzejealkrzrqxx.jpg,repeat
207,filler_pasture_n07801091_45230.jpg,filler
208,target_badlands_73b01924148f9a88.jpg,repeat
209,target_icescape_n09308572_1766.jpg,target
210,target_creek_b52fbb2521836cc7.jpg,target
211,target_icescape_n09308572_1766.jpg,repeat
212,target_field_n09393605_59874.jpg,target
213,target_field_sun_amfhfmwkktwcrstd.jpg,target
214,target_lake_n03634034_7819.jpg,target
